8190           8190ZV17760           SXA18191FSTK000000040.000                    20180723MB1B                9P1    
8190           8190W16669B           SX518190SX91000000050.000                    20180723MB1B                9I3    
8190           8190W16669B           SX518190SX91000000050.000                    20180723MB1B                9I3    
8190           8190W16669B           SX518190SX91000000050.000                    20180723MB1B                9I3    
8190           8190ZV28550           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZR16850           SX518190SX91000000010.000                    20180723MB1B                9I3    
8190           8190W16669E           SX518190SX91000000010.000                    20180723MB1B                9I3    
8190           8190ZR10700           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZQ89700           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90110           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93510           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ92900           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ92900           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93480           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93130           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93130           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93420           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93420           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93290           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90110           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90110           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90110           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89700           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87570           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87970           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89350           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89350           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89350           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89350           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89350           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89350           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87730           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93290           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93290           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93030           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZQ93480           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93510           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93130           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93350           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93350           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93350           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93350           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ93070           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90110           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZR01500           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZP67700           FLA08190FLA1000000010.000                    20180723MB1B                9I3    
8190           8190ZR01500           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR02440           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZQ99270           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZQ99270           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZP67700           FLA08190FLA1000000010.000                    20180723MB1B                9I3    
8190           8190ZP67700           FLA08190FLA1000000010.000                    20180723MB1B                9I3    
8190           8190ZP67610           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP67610           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP67610           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP67680           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZC7783E           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZC7783E           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZP67680           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZC7783E           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZC7783E           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZP67680           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZC7783E           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZC7783E           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZP67680           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP67680           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP67800           FLA08190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZP67810           FLA08190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZP67610           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP67610           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZT45990           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZT45990           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZT45990           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZT45990           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZT45990           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZQ31620           FLA08190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZP67820           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZP67780           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZC7783E           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZR01140           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00540           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR02080           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR02080           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00630           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00630           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00630           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZP63600           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP63600           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZR00630           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00480           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00480           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR02080           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR02080           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR01010           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00540           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00540           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00760           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00760           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00830           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00830           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00890           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00890           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR01010           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR01010           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00480           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZP63520           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZR00480           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00380           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00450           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00450           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZP67660           FLA08190FLA1000000060.000                    20180723MB1B                9I3    
8190           8190ZP67660           FLA08190FLA1000000060.000                    20180723MB1B                9I3    
8190           8190ZP67660           FLA08190FLA1000000060.000                    20180723MB1B                9I3    
8190           8190ZP67660           FLA08190FLA1000000060.000                    20180723MB1B                9I3    
8190           8190ZR00450           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR01080           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR01140           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00380           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00420           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00420           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00480           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00480           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR02190           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR02190           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZP63520           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZR02190           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00480           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00420           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00420           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR00420           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZR01140           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZF37140           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37140           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37140           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37140           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37140           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190WZ93340           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WZ93340           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WZ93340           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WZ93340           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190ZR12440           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190ZF37140           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZP61420           CLA08190CL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP61420           CLA08190CL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP63790           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZP63390           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190ZP63390           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190ZP65090           FLA08190FL91000000120.000                    20180723MB1B                9I3    
8190           8190ZP65090           FLA08190FL91000000120.000                    20180723MB1B                9I3    
8190           8190ZP65060           FLA08190FL91000000040.000                    20180723MB1B                9I3    
8190           8190ZP61420           CLA08190CL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP61420           CLA08190CL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP61420           CLA08190CL21000000040.000                    20180723MB1B                9I3    
8190           8190ZR12440           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190ZR12440           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190ZR12440           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190W52871A           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190W60653A           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190W52871A           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190W60653A           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190W52871A           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190ZK50360           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZP67410           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190ZP67410           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190ZP67410           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190ZP67410           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190W52871A           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190W52871A           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190W52871A           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WY75970           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WY75970           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190VAR2940           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190VAR2940           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WY75680           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WY75680           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WY75680           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WY75680           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WY75680           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190WY75680           CLB98190CL91000000010.000                    20180723MB1B                9I3    
8190           8190ZP67410           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190ZP63790           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190WZ9184C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZP67080           SXA08190VN91000000090.000                    20180723MB1B                9I3    
8190           8190ZP67080           SXA08190VN91000000090.000                    20180723MB1B                9I3    
8190           8190ZP67080           SXA08190VN91000000090.000                    20180723MB1B                9I3    
8190           8190ZP66980           SXA08190VN91000000090.000                    20180723MB1B                9I3    
8190           8190ZP66980           SXA08190VN91000000090.000                    20180723MB1B                9I3    
8190           8190ZP66980           SXA08190SX91000000090.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZP67650           FLA08190FLA1000000060.000                    20180723MB1B                9I3    
8190           8190ZP67650           FLA08190FLA1000000060.000                    20180723MB1B                9I3    
8190           8190ZP67650           FLA08190FLA1000000060.000                    20180723MB1B                9I3    
8190           8190ZP67630           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190WZ9184C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZP67630           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190WZ9184C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZP67630           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP67630           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP67630           FLA08190FL21000000040.000                    20180723MB1B                9I3    
8190           8190ZP67660           FLA08190FLA1000000060.000                    20180723MB1B                9I3    
8190           8190ZP67650           FLA08190FLA1000000060.000                    20180723MB1B                9I3    
8190           8190ZP67650           FLA08190FLA1000000060.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY91390           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY91390           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY91390           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY91390           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY91390           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZP63980           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZP63980           SXA08190SX21000000030.000                    20180723MB1B                9I3    
8190           8190WY91390           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY84980           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY84980           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY75110           SXA18190SX21000000020.000                    20180723MB1B                9I3    
8190           8190WY75110           SXA18190SX21000000020.000                    20180723MB1B                9I3    
8190           8190WY75110           SXA18190SX21000000020.000                    20180723MB1B                9I3    
8190           8190WY75110           SXA18190SX21000000020.000                    20180723MB1B                9I3    
8190           8190WY85940           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY85940           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY84980           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180723MB1B                9I3    
8190           8190ZR00540           SX518190SX91000000008.000                    20180723MB1B                9I3    
8190           8190ZF36890           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZQ13360           FL518190FL91000000050.000                    20180723MB1B                9I3    
8190           8190ZQ13360           FL518190FL91000000050.000                    20180723MB1B                9I3    
8190           8190ZE20540           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20540           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20540           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20540           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20540           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZF36890           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF36890           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF36800           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF36800           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF36800           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF36800           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20180723MB1B                9I3    
8190           8190ZE20540           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20540           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20540           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20660           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180723MB1B                9I3    
8190           8190ZY13600           VN518190VN91000000030.000                    20180723MB1B                9I3    
8190           8190ZY13600           VN518190VN91000000030.000                    20180723MB1B                9I3    
8190           8190ZY13600           VN518190VN91000000030.000                    20180723MB1B                9I3    
8190           8190ZY13600           VN518190VN91000000030.000                    20180723MB1B                9I3    
8190           8190ZE20840           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20750           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20750           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20540           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20540           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20750           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20750           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20750           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20750           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20750           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20750           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20750           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZE20750           FLA18190FL21000000010.000                    20180723MB1B                9I3    
8190           8190ZY13600           VN518190VN91000000030.000                    20180723MB1B                9I3    
8190           8190ZF36890           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45860           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45860           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44880           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44880           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44880           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44880           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44880           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44880           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU06560           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02770           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZF37420           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZT44660           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZF37200           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZT91380           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT91380           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02710           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02860           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45710           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZF37770           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37770           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37770           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37770           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37630           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37630           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37630           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37630           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37200           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37200           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37760           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37760           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZF37760           SXA28190SX21000000020.000                    20180723MB1B                9I3    
8190           8190ZT45640           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU06270           FL218190FL51000000020.000                    20180723MB1B                9I3    
