8190           8190ZK13370           SXA18190SX21000000001.000                    20180115MB1B                9I4    
8190           8190ZP66010           SXA08190SX21000000030.000                    20180117MB1B                9I3    
8190           8190ZC58580           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190ZP66010           SXA08190SX21000000030.000                    20180117MB1B                9I3    
8190           8190ZY85650           SX218190SX51000000010.000                    20180117MB1B                9I3    
8190           8190ZP62000           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP65230           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP65170           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZU02270           FLA18190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZP64390           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZU02270           FLA18190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZP64390           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZP64340           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP64340           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP64330           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP64300           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZU24050           FLA18190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZU24050           FLA18190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZP65180           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP65230           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP65220           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP65220           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP65200           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP65200           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZU02270           FLA18190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZU02270           FLA18190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZU24050           FLA18190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZU24050           FLA18190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZP65180           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP62140           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62160           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZV15070           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62110           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62090           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62090           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62090           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62080           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62080           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62080           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62080           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62080           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62070           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62130           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62560           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62560           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZV15070           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZV15070           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZV15070           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZV15070           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZV15070           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62170           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62170           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62170           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62560           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62560           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62010           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZQ89650           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87760           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89740           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ91970           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ91900           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89940           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90390           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90390           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ91900           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ91900           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89650           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89740           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89740           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89940           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89740           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87840           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87840           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87840           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90320           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ88090           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89650           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90160           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90390           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ91900           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90160           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89830           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT95930           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ88090           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87660           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87660           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90160           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90160           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ91970           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ91970           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ88000           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ88300           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87760           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87890           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ88090           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87890           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT95930           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89740           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90040           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90040           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87600           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87600           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ92030           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ92030           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89830           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89830           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87760           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89530           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZP62880           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62720           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62720           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62720           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62710           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62710           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62710           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62710           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62700           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62700           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62690           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62770           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62790           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62790           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62860           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62860           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62860           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62860           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62720           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62820           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62820           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62810           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62810           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62810           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62680           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62680           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62670           FLA08190FL21000000100.000                    20180117MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190ZQ89380           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190ZP62670           FLA08190FL21000000100.000                    20180117MB1B                9I3    
8190           8190ZP62670           FLA08190FL21000000100.000                    20180117MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190WY9341C           SX218190SX51000000001.000                    20180117MB1B                9I3    
8190           8190ZQ89530           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ90320           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZU06220           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZQ89230           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZF2087C           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZF2087C           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ89230           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ89230           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88400           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88400           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ85100           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ92770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZU06220           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZU06220           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZQ92770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ83810           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86640           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84350           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93610           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86540           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ89110           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZS06090           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84860           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84860           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZG2970C           CL218190CL51000000180.000                    20180117MB1B                9I3    
8190           8190ZG2966C           CL218190CL51000000180.000                    20180117MB1B                9I3    
8190           8190ZQ86690           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86690           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93710           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ83740           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88650           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88650           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84100           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84100           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86340           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88220           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88220           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93710           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZG2964C           CL218190CL51000000180.000                    20180117MB1B                9I3    
8190           8190ZU06220           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZQ90320           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZF36890           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF36890           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37420           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37420           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37420           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF36800           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF36800           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF36800           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37770           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37770           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF36890           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37630           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37630           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZQ89380           CL218190CL51000000020.000                    20180117MB1B                9I3    
8190           8190ZF37420           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37200           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37200           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37200           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37470           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37470           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37470           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37470           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37630           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37770           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37760           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZF37760           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZF37760           SXA28190SX21000000020.000                    20180117MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84350           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86110           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84350           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93710           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ89230           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180117MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZP65150           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZQ98670           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98200           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98200           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ95480           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ95480           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZP65980           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZR01170           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZP65980           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZQ95600           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98930           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ96450           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZP65150           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZQ88220           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93610           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZP65110           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZP65110           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZQ86640           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86640           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZP65090           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZP65090           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84650           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZP65980           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZQ98930           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98930           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98440           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98440           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98110           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ99190           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZT42880           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ99850           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ99850           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZT45590           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45590           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45720           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT43210           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ96450           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ96450           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ95910           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ95770           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ95770           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ96340           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZR01340           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZR01040           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98040           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98040           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98040           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ96450           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZT43910           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZP63890           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63780           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62910           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62910           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62910           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62910           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62910           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62910           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62910           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63020           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63020           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63650           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63650           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63650           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63890           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63890           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63800           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63820           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63820           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63820           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63820           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63820           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63630           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63650           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63630           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63630           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63630           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZQ88890           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88890           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86340           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86340           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88520           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88520           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ87130           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZS06170           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86110           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88520           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88520           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88650           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZT45860           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190WF9302D           SX218190SX51000000030.000                    20180117MB1B                9I3    
8190           8190WF9302D           SX218190SX51000000030.000                    20180117MB1B                9I3    
8190           8190WF9302D           SX218190SX51000000030.000                    20180117MB1B                9I3    
