8190           8190WF9195A           CL518190CL91000000015.000                    20180824MB1B                9I4    
8190           8190ZQ84350           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84350           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190WQ4674B           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190WQ4674B           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190ZQ95390           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ98440           SX218190SX51000000008.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZQ83740           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83740           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ92710           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ92710           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ92710           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ92710           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZR00450           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZQ88890           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83930           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94750           SX218190SX51000000008.000                    20180825MB1B                9I3    
8190           8190ZR01530           SX218190SX51000000008.000                    20180825MB1B                9I3    
8190           8190ZR01530           SX218190SX51000000008.000                    20180825MB1B                9I3    
8190           8190W967990           SX218190SX51000000008.000                    20180825MB1B                9I3    
8190           8190W967990           SX218190SX51000000008.000                    20180825MB1B                9I3    
8190           8190ZQ98200           SX218190SX51000000008.000                    20180825MB1B                9I3    
8190           8190ZY13600           VN518190VN91000000030.000                    20180825MB1B                9I3    
8190           8190ZQ83930           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83930           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83930           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZR00860           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01500           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZQ89110           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95240           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94520           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95320           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94800           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94800           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94970           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ91380           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZQ94470           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZQ94550           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95120           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10720           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89110           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88400           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88400           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88400           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88400           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95010           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95010           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94400           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10720           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88320           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95280           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR02250           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00380           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00380           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00380           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00380           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00380           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00380           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00420           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00920           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00890           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01010           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00380           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00380           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00630           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00420           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00420           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00420           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZT43180           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR02120           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190W967810           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190W967810           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01140           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR02190           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00860           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01010           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZT42850           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00950           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR02080           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR02080           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01420           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00730           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00730           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00730           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00450           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00450           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00450           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00450           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR02080           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR02250           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR02250           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00540           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00540           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00480           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00480           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01360           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01360           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01360           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00920           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00920           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00920           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00350           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZZ32310           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZZ32630           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZY86470           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZZ32660           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ93360           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ93360           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ93360           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ93360           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZY85800           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZZ32580           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZY84680           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZY85462           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZY85920           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZY85860           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZZ32690           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZY85180           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZY84810           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZZ32830           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZZ32860           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZZ32890           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZY84960           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88320           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ92770           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZU03090           FL218190FL51000000020.000                    20180825MB1B                9I3    
8190           8190ZT43210           SX218190SX51000000008.000                    20180824MB1B                9I3    
8190           8190W60653A           SXA18190SX21000000005.000                    20180824MB1B                9I3    
8190           8190WZ9184C           SX218190SX51000000001.000                    20180823MB1B                9I3    
8190           8190WZ9184C           SX218190SX51000000001.000                    20180823MB1B                9I3    
8190           8190WZ9184C           SX218190SX51000000001.000                    20180824MB1B                9I3    
8190           8190WZ9184C           SX218190SX51000000001.000                    20180824MB1B                9I3    
8190           8190ZR00480           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00660           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR02250           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZQ83930           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83930           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84100           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88650           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84100           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZR02250           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00600           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZQ95120           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10720           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10720           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10720           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94950           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94950           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94950           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95210           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95050           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95050           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95010           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10680           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10740           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10740           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95080           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10740           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10740           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95010           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95010           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95010           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10680           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10680           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10680           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94550           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94550           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94550           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94550           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94550           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94550           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94710           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10680           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10680           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10680           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95010           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95050           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95050           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95050           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94910           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94910           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10680           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94470           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR00600           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190VAR9930           SX518190SX91000000030.000                    20180825MB1B                9I3    
8190           8190VAR9930           SX518190SX91000000030.000                    20180825MB1B                9I3    
8190           8190VAR9930           SX518190SX91000000030.000                    20180825MB1B                9I3    
8190           8190VAR9930           SX518190SX91000000030.000                    20180825MB1B                9I3    
8190           8190VAR9930           SX518190SX91000000030.000                    20180825MB1B                9I3    
8190           8190ZQ90000           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZQ90000           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZQ90000           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZQ90000           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZQ93510           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190VAR9930           SX518190SX91000000030.000                    20180825MB1B                9I3    
8190           8190ZT44880           FL218190FL51000000020.000                    20180825MB1B                9I3    
8190           8190ZT44880           FL218190FL51000000020.000                    20180825MB1B                9I3    
8190           8190ZR00800           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00800           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00800           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01220           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01220           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR01080           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00510           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZR00510           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZQ99270           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZQ99270           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZQ93510           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZQ93510           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZQ93510           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZQ95350           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95350           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95350           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94440           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94440           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95390           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95390           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95390           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94930           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94930           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95350           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95350           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95350           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ93480           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZQ93480           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZQ93480           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZQ93480           CL518190CL91000000020.000                    20180825MB1B                9I3    
8190           8190ZR10720           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10720           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZT24080           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZT24080           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZT24080           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95350           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94930           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ87420           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ86250           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ86250           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ93610           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190WF9812B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9812B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9812B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9812B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9812B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9812B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9812B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9814B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9814B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9814B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9812B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9812B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WK0455A           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190WF9814B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9813F           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9813F           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9813F           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9813F           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9813F           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WK0455A           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190WF9814B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95280           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94910           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94970           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88970           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88970           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88970           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ85050           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ85050           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZY85460           SX518190SX91000000010.000                    20180825MB1B                9I3    
8190           8190W61197A           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190W61197A           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190ZQ95010           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95050           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95210           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94800           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95280           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZF2087A           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZF2087A           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZF2087A           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZF2087A           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94310           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94440           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94440           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94950           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190W61197A           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88220           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ93710           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88650           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89110           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88650           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ86000           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ91380           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ91380           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84100           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ85100           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ86690           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84350           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84350           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ87420           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZS06260           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ87130           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ87130           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ89110           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ87220           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ87220           SX218190SX51000000015.000                    20180825MB1B                9I3    
